ICGC-Breast_common_DBS11	ICGC-Breast_common_DBS13	ICGC-Breast_common_DBS20	ICGC-Breast_rare_DBS28	ICGC-Breast_rare_DBS27	ICGC-Ovary_common_DBS13+20	ICGC-Ovary_rare_DBS13+20	ICGC-Ovary_rare_DBS5	ICGC-Ovary_rare_DBS13+19+20_a	ICGC-Ovary_rare_DBS13+19+20_b	ICGC-Bone_SoftTissue_common_DBS13+20	ICGC-Liver_common_DBS2	ICGC-Liver_common_DBS13+20	ICGC-Liver_rare_DBS23	ICGC-Liver_rare_DBS5	ICGC-Liver_rare_DBS18	ICGC-CNS_common_DBS13+20	ICGC-CNS_rare_DBS11+13	ICGC-Pancreas_common_DBS13+20	ICGC-Pancreas_rare_DBS5+25	ICGC-Pancreas_rare_DBS20	ICGC-Pancreas_rare_DBS27	ICGC-Pancreas_rare_DBS16+20	ICGC-Pancreas_rare_DBS5	ICGC-Prostate_common_DBS13	ICGC-Prostate_rare_DBS27_a	ICGC-Prostate_rare_DBS27_b	ICGC-Prostate_rare_DBS18	ICGC-Lymphoid_common_DBS11+20	ICGC-Lymphoid_common_DBS22	ICGC-Kidney_common_DBS13+20	ICGC-Kidney_rare_DBS15	ICGC-Kidney_rare_DBS23	ICGC-Skin_common_DBS1	ICGC-Esophagus_common_DBS26	ICGC-Esophagus_common_DBS13+20	ICGC-Esophagus_rare_DBS5	ICGC-Esophagus_rare_DBS8	ICGC-Esophagus_rare_DBS26	ICGC-Esophagus_rare_DBS7	ICGC-Lung_common_DBS2	ICGC-Lung_common_DBS13	ICGC-Lung_rare_DBS20	ICGC-NET_common_DBS13+20	ICGC-Stomach_common_DBS13+20	ICGC-Stomach_rare_DBS25	ICGC-Stomach_rare_DBS26_a	ICGC-Stomach_rare_DBS19	ICGC-Stomach_rare_DBS26_b	ICGC-Stomach_rare_DBS20	ICGC-Head_neck_common_DBS4	ICGC-Head_neck_rare_DBS13+18	ICGC-Head_neck_rare_DBS2	ICGC-Head_neck_rare_DBS11	ICGC-Head_neck_rare_DBS5+20	ICGC-Head_neck_rare_DBS17	ICGC-Colorectal_common_DBS13+20	ICGC-Colorectal_rare_DBS25	ICGC-Colorectal_rare_DBS3	ICGC-Colorectal_rare_DBS19	ICGC-Colorectal_rare_DBS10	ICGC-Uterus_common_DBS13+20	ICGC-Uterus_rare_DBS27	ICGC-Uterus_rare_DBS17	ICGC-Uterus_rare_DBS37	ICGC-Uterus_rare_DBS3	ICGC-Uterus_rare_DBS33	ICGC-Uterus_rare_DBS19	ICGC-Biliary_common_DBS13	ICGC-Biliary_rare_DBS19	ICGC-Bladder_common_DBS13	ICGC-Bladder_rare_DBS11
TG>GC	2.87870253428026e-17	0.000381319852350455	0.00295560089258744	0.00537503660950615	0	0.000452830188679245	0	0	0	0	0	0.00086436476733463	0.00305272948366862	0.00694406396145396	1.7539543463452e-07	1.57015951188439e-05	0	0.0075404134827116	0.00138840680319334	0	0	0	0	0	0.00422832980972516	0	0.010989011266099	0	1.36006339141304e-19	0.0132038775742338	0.000191277735271614	0.00187066143840903	0.00214822368080078	0	0.000579504991924265	1.08247751383443e-19	0	0.00425169521584396	0	0.00590482344525415	0.000764913870169929	0.00156160005332326	0	0.00934579439252336	0.00463678516228748	8.39293467215514e-05	0	0	0	0.00406643042205411	0.0052710843373494	0.00214880851567527	0.0024822537381218	0	0	0	0.00210748155953635	0.000559975140036615	0.000450700447437821	0	0	0	0	0	0	0	0	0	0	0	0.00272975432211101	0.00344570004900777
TG>GT	0.0089488484340243	0.00589079723886238	0.0119140436879368	0.046711889990514	0.0134371521551228	0.0102641509433962	0.0115886502322752	0.0312581880674981	0.0286148676248023	0.0221938491458156	0.00742942050520059	0.0104276797612419	0.00732594514142329	2.41751676823462e-05	0.029322549704193	0.0740807795471017	0.003003003003003	0.0142838396704683	0.00833044081916001	0.00736022381925487	0.00865526227496871	0	0.0141116556622818	0.0170664632335767	0.0105708245243129	0.00926918788114745	0	0.0546981479287185	0.0052626250456267	0.0192283062832416	0.00956388676358072	0.00421149082444779	0.014078389384016	0.00455840455840456	0.00901737024751467	0.0126880087563613	0.0286546882005277	0.00790335172289727	0.00946996458422528	0.0141216691811905	0.00697073340803806	0.0195879345762517	0.00292573952088932	0.0280373831775701	0.0146831530139104	0.0133730956524734	0.00525569872963048	0.0484789678465952	0	0.0192301172955157	0.00150602409638554	0.0670030576368704	0.0215582461097311	0.00959356351185528	0	0.00796113498479631	0.00316122233930453	0.0138680689225276	0.014138936368311	0.0578133073021355	0.00676010858057063	0.0126126126126126	0.0166666666666667	0.00215237198348836	0.0333639872351791	0.0307985776392041	0.0178350127369422	0.0796918711469117	0.00823529411764706	0.04604383841344	0.00363967242948135	0.0161165009888876
TT>AA	0.00561801025774088	0.00505815851370439	0.0236789480593556	0.243689013072261	0.0381920351333363	0.0155471698113208	0.0093970937332476	0.00475369848538349	0.0142502985118067	0.0208599281366639	0.0282317979197623	0.00522826228384148	0.0214976797199532	0.0927374620092301	0.00384255205588717	0.00484049059579613	0.018018018018018	0.0555342210582152	0.0100659493231517	0.164742127003763	0.0209703923852236	0	0.0328741960816867	0.0165521410351591	0.0232558139534884	0.117563021253096	0.0219780157435709	0.0167701250339155	0.0115483897264541	0.0433165540743481	0.0223794950267789	0.0424341789267356	0.0713435828307322	0.0113960113960114	0.0714099561806507	0.0128176557961409	1.26619619536877e-07	6.06935465390105e-09	3.13957047150868e-08	0.0433168014169125	0.00207865152090419	0.0111538749071314	0.0180285483138082	0.00934579439252336	0.0208655332302937	0.274945133748163	0.028019680423512	0.0562315769786706	0.116445988024695	0.0115602969728759	0.0120481927710843	0.0274930755717247	0.00738227137142074	0.0162834458654998	0	0.0142132665959585	0.035827186512118	0.454988833847906	0.00362710153363006	0.0365688618535968	0.0214226079281685	0.0144144144144144	0	0	0.0801365043858533	0	0.0175984946174488	0.0395598451756475	0.0117647058823529	0.0492748285074614	0.013648771610555	2.6616575035004e-06
TT>AC	1.62934798405126e-19	0.00564663776049063	0.00353749174564594	0.00782561745880882	0.0152398172230741	0.00377358490566038	3.47952398651196e-61	0	0	0	0.00445765230312036	1.79848304658269e-20	0.00529139777169228	0.0241404443406995	0.00286754897833899	0.00119577915108931	0	0.0075404134827116	0.00451232211037834	0	0.0107717749122782	0.0169612957505769	0.00680951028090941	0	0.00422832980972516	0.0195723079438616	0	0	0.00931354675763221	0.0250690788970962	0.010902830910482	0.018841026763976	0.00134200774657347	0.00398860398860399	0.0107990727033445	0.00305252818331331	0	0	0	0.0442844424699275	0.00103098755811419	0.00101660435467017	0.00384154213577861	0.00934579439252336	0	0.0196228172839033	0.00537709462880129	0.0113267547441727	0	0	0.00301204819277108	0	1.09962474526686e-10	0	0	0	0.0115911485774499	0.0231540174229537	0.00259677838058124	0.00829554058321524	8.76706963976341e-05	0.0018018018018018	0	0.0152274540002742	0.133648954148039	0.0154174653413787	0.00949500091465358	0.015963784942118	0.00470588235294118	0.0109440386758427	0.00272975432211101	0.00344570022173125
TT>AG	1.62934798405126e-19	1.03949779491735e-19	0.00953301824515521	0.00379606753705275	0.00726006039122235	0.00422641509433962	0	0.0031360560546381	0	0.0113235805369806	0.00148588410104012	0.00111055089600714	0.00258057687799659	0.0156654109706024	2.34261278785316e-07	0.00177050013804195	0	0.0075404134827116	0.00347101700798334	0	0	0.0169631126359494	0.0175325554751935	0.0184991255826464	0	0.00991531469313156	0.0109890132057055	0.0107814885074673	0.0101491970628432	0.0147960620720229	0.00382555470543229	0.0215924208460644	0.00146291040634336	0.0056980056980057	0.0426547493553164	0.00804087015839747	3.01862705350107e-08	0.0155555737529547	0.0169550914996487	0.0722620900145018	0.00116135073652842	0.00211504609929569	0	0.00467289719626168	0.0154559505409583	0.0291815368016883	0.0484567787423967	0.0112306117311952	0.0268576573947189	2.8548828965815e-07	0.00150602409638554	0	0.00351231723648021	0.000356082475488186	0	0.00796113498479631	0.00842992623814542	0.0227878783039391	0.0239136127666588	0.0123418213265777	0.0150307122186158	0.0054054054054054	0	0.0131962154430696	0.0200269765777961	0	0	0	0.00117647058823529	0.00771567703939537	0.00181983621474067	0.0124235337209995
TT>CA	0.0112520875574728	0.00406697207435323	0.0059174073931647	0.00780574725137984	0	0.00241509433962264	0	0.00156802797666739	0	0.0117742092023741	0.00594353640416047	0.000206152407895993	0.00298314425148214	0	0.00217187818847518	0	0	0.0075404134827116	0.00590072891357168	0.0077751675726922	0.0166344732990799	0	0.00581534173662653	0	0	0	0.0109890132057055	0.0215629770149347	0.00451749693291548	0.0696618368571569	0.00899005355776588	0.0195868083306494	0.0113933328381957	0.00284900284900285	0.064959107309782	0.0114733342582751	3.61010189395558e-06	1.18381653707465e-08	3.32991855403068e-07	0.271868140570838	0.000368700356954637	0.00119451230949384	0	0.014018691588785	0.00927357032457496	0.0904240048584151	0.0498676807671826	0.016853045456233	0.0836389727008942	0.00545584619955011	0.00225903614457831	0	0.000471878396614102	0.00512061533392639	0	0	0.0210748155953635	0.0629094502219629	1.97652300674425e-08	0.020601876912556	7.95066375702659e-05	0.0018018018018018	0.0166666666666667	0	0.0200412719772731	0	0.00949500091465358	0.007950122455348	0.00470588235294118	0.00291048475284847	0	0.00478081974709979
TT>CC	0.00166006925048516	0.00627059071762716	0.00158349173892445	0.219706879503672	0.0152692030576113	0.0030188679245283	0.00594500368889227	0.00156787409890277	0.0859964504142646	0.0116243765602137	0	0.000736108470914772	0.00420598275308517	0	0.00170689932149037	1.76426707171644e-24	0	0.0075404134827116	0.00728913571676501	0	0.0158711660499962	0.0339256196695024	0.0547838201643596	0	0	0.0297459440793947	0.021978026411411	0.00539074425373367	0.00808987629185848	0.020171692573082	0.0066947207345065	0.00492647272222291	1.96247653015034e-15	0.0056980056980057	0.00807608535374273	0.00546260396949292	0	0	0.0157613208070451	0.0208297408327574	0.00093384493253411	0.000364445593898272	0	0	0.00309119010819165	0.0123764057367255	0.0153656758651949	0.0628959420687832	0.00537153147894377	0	0.00301204819277108	0.00502221257403202	0.00531168034404673	0.000735921040166935	0	0	0.00210748155953635	0.00231682068276618	0.00992388285911309	0.12503900726845	0.00463975763710252	0	0.0166666666666667	0.00781058111762734	0.160387313831517	0	0.0388824697914977	0.160272811009009	0	0.05575374297982	0.000909918107370337	0.00352997030995057
TT>CG	1.62934798405126e-19	0.000826287554813547	0.00226710912028823	0.00199435280177693	0	0.000452830188679245	0.00147589139163985	0	0	0	0	0.000127658214096513	0.00122109179346745	0	0	1.75769983868305e-12	0	0.0075404134827116	0.00242971190558834	0	0	0	0	0	0	0	0	0	1.36006339141304e-19	0.00994165241031981	0.00153022188217291	0.00259320035455644	0	0	0.0118691476466967	1.08247751383443e-19	0	0	0	0.0376168688831265	1.37859442819997e-10	0.000315727298359717	0	0	0	0.00735855648146373	0.0161312838864039	0.00188779245736212	0.0112533969360333	0	0	0	0.000447043286267205	0	0	0.00824527734732597	0.00316122233930453	0.00186201414562407	0.0290924215390225	0	0.0151301813640358	0	0.0166666666666667	0	0	0	0	0	0	0.00398241021284428	0.00181983621474067	0
TT>GA	1.62934798405126e-19	0.000527115232790921	0.00863280165498024	0.0289898238225646	0	0.00135849056603774	0.00181968728416653	0.00386825378573096	0.0286635597611359	0	0.00594353640416047	1.79848304658269e-20	0.0019001493986812	0	0.00069379470358783	0	0	0	0.00555362721277334	0.0165979819168075	0.00353612603105319	0	0.00606559808478986	0	0	0	0.021978026411411	0.00539074425373367	0.0010700446702713	0.0200334694229754	0.00191277735271614	0.00194191344278635	0.00454192785238784	0.00113960113960114	0.014070485254688	0.00236110179437899	0	0.00377432246271178	0.0152176206972473	0.0117213250066364	0.00081037734215836	0.000232103817289652	0	0.00467289719626168	0.00463678516228748	0.0591790239019317	0.0243040504803117	0.0434508117209106	0	0	0.00225903614457831	0.00553749552607417	4.19588251338236e-08	0.00384332069291287	0	0.00781895085917574	0.0136986301369863	0.0550785516635126	0.0115615999772978	0.0482626123643647	0.00803636440261307	0.0036036036036036	0	0	0.0133513177185308	0.015410197601037	0	0.0479548655167835	0.00588235294117647	0.0266291467319348	0.00272975432211101	0
TT>GC	1.62934798405126e-19	0.00241973706456088	0.000919170210586027	0.00197361718938309	0.00786224185470111	0.0019622641509434	0.00182524182008671	0	0	0	0.00445765230312036	1.79848304658269e-20	0.00291705261772779	0	0.00050087242129132	0.00048114590769395	0	0	0	0	0	0.0169691675667091	0	0	0	0	0.0329670396171165	0.00539074425373367	1.36006339141304e-19	0.0254971428967125	0.0013389441469013	0.00471817819997453	0	0.00284900284900285	0.00861961004973547	0.00123610316399021	0.00385959440481532	0	0.021667850058891	0.0453372241752033	1.26390682381547e-15	0.00047315407081588	0	0.00467289719626168	0	0.00490570432097582	0.00537709462880129	0.0113267547441727	0.00562669846801667	0.00447758934436015	0.00301204819277108	0.00256486031436194	1.90179156929961e-25	0.000736971346544579	0	0	0.00421496311907271	0.00566271381615106	0.0553662489847525	0.0130843569800642	0.0386482766373696	0	0	0.00781058111762734	0.0668280474297988	0	0	0.00801364055045045	0.00235294117647059	0.00347775049470023	0.000909918107370337	0.00408938660782904
TT>GG	0.0043318170060735	0.00141606542806385	0.00268890543351843	0.125927426456169	0.0076663396248335	0.000452830188679245	0.00182521258360576	9.62082185086321e-05	0.0143330165377937	0	0	1.79848304658269e-20	0.00339192164852069	0	0	0.000998011327187202	0	0	0.000694203401596668	0	0	0	0	0	0.00422832980972516	0	0.0219780244718047	0.00893905990300939	1.36006339141304e-19	0.00980590230496651	0.00114766641162969	6.81677668711512e-07	0.000633232800790741	0.00170940170940171	0.0293019582527826	1.08247751383443e-19	0.00265165129621337	0	0.0933269520182173	0.0539986687951038	0.000229391538370552	0.000147324450975568	0	0.014018691588785	0.00309119010819165	0	0.0411188813906247	0.0382857411492896	0.0560133053582807	0.00131963584115698	0	0	0.000447043286267205	0.00290500260336917	0	0	0.00316122233930453	0.00526585793957251	0.206877477182159	0.0622972920065969	0.0968866258140313	0.00900900900900901	0	0	0.0333782942963269	0.154210977834147	0.00855936106889064	0.023723183292273	0.00117647058823529	0.0316108058918364	0.000909918107370337	0
